Industry,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000
........Home..furniture..and..furnishings..stores,0.060037523,0.060037523,0.060037523,0.060037523,0.060037523,0.060037523,0.060037523,0.060037523,0.060037523,0.060037523,0.061913696,0.061913696,0.061913696,0.062226391,0.061913696,0.070043777,0.070669168,0.068792996,0.063789869,0.064102564,0.060662914,0.061913696,0.047842402,0.053783615,0.07191995,0.066291432,0.095372108,0.095059412,0.094121326,0.269230769,0.263914947,0.267354597
........Eating..and..drinking..places,0.051907442,0.051907442,0.051907442,0.051907442,0.051907442,0.051907442,0.051907442,0.051907442,0.051907442,0.051907442,0.053783615,0.053783615,0.053783615,0.038461538,0.038148843,0.039086929,0.034083802,0.031894934,0.032833021,0.032833021,0.031582239,0.02876798,0.026266417,0.027517198,0.022201376,0.023139462,0.023139462,0.020325203,0.022514071,0.03564728,0.037210757,0.03564728
........Miscellaneous..retail,0.01782364,0.01782364,0.01782364,0.01782364,0.01782364,0.01782364,0.01782364,0.01782364,0.01782364,0.01782364,0.019387117,0.019387117,0.019387117,0.018761726,0.018449031,0.020637899,0.020325203,0.020325203,0.019699812,0.018761726,0.01782364,0.01782364,0.016885553,0.019387117,0.01782364,0.017510944,0.020325203,0.020012508,0.020325203,0.075046904,0.077235772,0.076923077
"......Finance,..insurance,..and..real..estate",0.026891807,0.026891807,0.026891807,0.026891807,0.026891807,0.026891807,0.026891807,0.026891807,0.026891807,0.026891807,0.027204503,0.027204503,0.027204503,0.036585366,0.036585366,0.033145716,0.031582239,0.030018762,0.032520325,0.030956848,0.032520325,0.030331457,0.036585366,0.03627267,0.033145716,0.035021889,0.052220138,0.05409631,0.052532833,0.07879925,0.080988118,0.077861163
........Depository..and..nondepository..institutions,0.413383365,0.413383365,0.413383365,0.413383365,0.413383365,0.413383365,0.413383365,0.413383365,0.413383365,0.413383365,0.414634146,0.414634146,0.414634146,0.444652908,0.444652908,0.448717949,0.458411507,0.461851157,0.466541588,0.519699812,0.497185741,0.487179487,0.48561601,0.482489056,0.461225766,0.459349593,0.448405253,0.438398999,0.437460913,0.40275172,0.39931207,0.410569106
"........Other..finance,..insurance,..and..real..estate",0.411819887,0.411819887,0.411819887,0.411819887,0.411819887,0.411819887,0.411819887,0.411819887,0.411819887,0.411819887,0.414321451,0.414321451,0.414321451,0.441525954,0.441213258,0.446529081,0.459349593,0.460600375,0.466228893,0.520012508,0.498436523,0.487804878,0.484365228,0.47811132,0.459662289,0.457160725,0.441525954,0.431207004,0.429018136,0.40619137,0.408380238,0.414634146
..........Security..and..commodity..brokers,0.205128205,0.205128205,0.205128205,0.205128205,0.205128205,0.205128205,0.205128205,0.205128205,0.205128205,0.205128205,0.207004378,0.207004378,0.207004378,0.238273921,0.237961226,0.246716698,0.239524703,0.245153221,0.257973734,0.277048155,0.276422764,0.278611632,0.284865541,0.288305191,0.292995622,0.305816135,0.304878049,0.306754221,0.298311445,0.375234522,0.387429644,0.394621639
..........Insurance..carriers,0.424327705,0.424327705,0.424327705,0.424327705,0.424327705,0.424327705,0.424327705,0.424327705,0.424327705,0.424327705,0.426516573,0.426516573,0.426516573,0.454346467,0.454033771,0.448405253,0.453095685,0.457473421,0.44996873,0.4315197,0.443714822,0.440275172,0.417761101,0.4246404,0.400562852,0.397435897,0.385553471,0.389931207,0.390869293,0.411507192,0.416510319,0.425578487
"..........Insurance..agents,..brokers,..and..services",0.090994371,0.090994371,0.090994371,0.090994371,0.090994371,0.090994371,0.090994371,0.090994371,0.090994371,0.090994371,0.092870544,0.092870544,0.092870544,0.052220138,0.051907442,0.052532833,0.053158224,0.050343965,0.04315197,0.050969356,0.044090056,0.041275797,0.038148843,0.046278924,0.053158224,0.051907442,0.049718574,0.055659787,0.062226391,0.164790494,0.165103189,0.153220763
..........Real..estate,0.100062539,0.100062539,0.100062539,0.100062539,0.100062539,0.100062539,0.100062539,0.100062539,0.100062539,0.100062539,0.101313321,0.101313321,0.101313321,0.264227642,0.263914947,0.270794246,0.268292683,0.268918074,0.278298937,0.241713571,0.234521576,0.242026266,0.23358349,0.199499687,0.166353971,0.171357098,0.118824265,0.10068793,0.095059412,0.191369606,0.18699187,0.184490306
"..........Combined..real..estate,..insurance,..etc....9/",0.216697936,0.216697936,0.216697936,0.216697936,0.216697936,0.216697936,0.216697936,0.216697936,0.216697936,0.216697936,0.218261413,0.218261413,0.218261413,0.226391495,0.226078799,0.215447154,0.170419012,0.16166354,0.15134459,1,1,1,1,1,1,1,1,1,1,1,1,1
..........Holding..and..other..investment..offices,0.29111945,0.29111945,0.29111945,0.29111945,0.29111945,0.29111945,0.29111945,0.29111945,0.29111945,0.29111945,0.293308318,0.293308318,0.293308318,0.08630394,0.085991245,0.091307067,0.063477173,0.05753596,0.057848655,0.336460288,0.379299562,0.389931207,0.39587242,0.378986867,0.350531582,0.350531582,0.253595997,0.211069418,0.180737961,0.356785491,0.366791745,0.373358349
......Services,0.034709193,0.034709193,0.034709193,0.034709193,0.034709193,0.034709193,0.034709193,0.034709193,0.034709193,0.034709193,0.03627267,0.03627267,0.03627267,0.037836148,0.037523452,0.03627267,0.038148843,0.038148843,0.033771107,0.034396498,0.033145716,0.034396498,0.034709193,0.032520325,0.029393371,0.029393371,0.043464665,0.042839275,0.045028143,0.031582239,0.032520325,0.030956848
........Hotels..and..other..lodging..places,0.227642276,0.227642276,0.227642276,0.227642276,0.227642276,0.227642276,0.227642276,0.227642276,0.227642276,0.227642276,0.227954972,0.227954972,0.227954972,0.368980613,0.368667917,0.403064415,0.414008755,0.42057536,0.423076923,0.390869293,0.401813634,0.401813634,0.211382114,0.202626642,0.188555347,0.186679174,0.208567855,0.209505941,0.19449656,0.247654784,0.253908693,0.252345216
........Personal..services,0.022514071,0.022514071,0.022514071,0.022514071,0.022514071,0.022514071,0.022514071,0.022514071,0.022514071,0.022514071,0.023764853,0.023764853,0.023764853,0.026891807,0.026579112,0.03220763,0.037836148,0.040025016,0.038774234,0.039399625,0.041275797,0.040337711,0.04659162,0.048467792,0.045028143,0.042839275,0.050343965,0.051594747,0.051594747,0.130081301,0.133833646,0.138836773
........Private..households,0.07942464,0.07942464,0.07942464,0.07942464,0.07942464,0.07942464,0.07942464,0.07942464,0.07942464,0.07942464,0.080675422,0.080675422,0.080675422,0.040963102,0.040650407,0.034083802,0.037523452,0.042839275,0.042839275,0.032833021,0.031582239,0.036898061,0.034083802,0.034396498,0.037836148,0.041588493,0.045966229,0.045966229,0.047529706,0.247654784,0.25203252,0.256722952
........Business..services,0.049405879,0.049405879,0.049405879,0.049405879,0.049405879,0.049405879,0.049405879,0.049405879,0.049405879,0.049405879,0.049093183,0.049093183,0.049093183,0.040337711,0.040337711,0.044402752,0.042213884,0.038774234,0.03627267,0.033458412,0.03627267,0.03627267,0.034083802,0.035021889,0.033771107,0.034709193,0.041275797,0.041901188,0.040025016,0.174171357,0.16916823,0.174796748
"........Automotive..repair,..services,..and..parking",0.020325203,0.020325203,0.020325203,0.020325203,0.020325203,0.020325203,0.020325203,0.020325203,0.020325203,0.020325203,0.021575985,0.021575985,0.021575985,0.019699812,0.019387117,0.023139462,0.02188868,0.020012508,0.019699812,0.01438399,0.012820513,0.012820513,0.015634772,0.017198249,0.016885553,0.018449031,0.019699812,0.021575985,0.020950594,0.112883052,0.10756723,0.108818011
........Miscellaneous..repair..services,0.032833021,0.032833021,0.032833021,0.032833021,0.032833021,0.032833021,0.032833021,0.032833021,0.032833021,0.032833021,0.034396498,0.034396498,0.034396498,0.042526579,0.042213884,0.046904315,0.045340838,0.049405879,0.04315197,0.035959975,0.034709193,0.038774234,0.036898061,0.037210757,0.037523452,0.036585366,0.044090056,0.044715447,0.045653533,0.268605378,0.268918074,0.274859287
........Amusement..and..recreation..services,0.37742339,0.37742339,0.37742339,0.37742339,0.37742339,0.37742339,0.37742339,0.37742339,0.37742339,0.37742339,0.380863039,0.380863039,0.380863039,0.321763602,0.321763602,0.227954972,0.194809256,0.185741088,0.162288931,0.116010006,0.110694184,0.110068793,0.072232645,0.072232645,0.072232645,0.073483427,0.105378361,0.112570356,0.113821138,0.243277048,0.242964353,0.253908693
........Motion..pictures,0.37054409,0.37054409,0.37054409,0.37054409,0.37054409,0.37054409,0.37054409,0.37054409,0.37054409,0.37054409,0.372107567,0.372107567,0.372107567,0.520950594,0.520950594,0.40275172,0.381801126,0.361788618,0.36710444,0.419637273,0.407129456,0.399624765,0.330519074,0.32739212,0.312382739,0.310193871,0.305190744,0.295497186,0.298311445,0.347717323,0.344277674,0.368355222
........Health..services,0.011569731,0.011569731,0.011569731,0.011569731,0.011569731,0.011569731,0.011569731,0.011569731,0.011569731,0.011569731,0.013445904,0.013445904,0.013445904,0.013133208,0.012820513,0.014071295,0.013445904,0.014696685,0.015322076,0.031582239,0.031582239,0.033771107,0.02876798,0.035021889,0.038461538,0.03627267,0.045340838,0.048467792,0.05065666,0.086929331,0.086616635,0.092245153
........Legal..services,0.029706066,0.029706066,0.029706066,0.029706066,0.029706066,0.029706066,0.029706066,0.029706066,0.029706066,0.029706066,0.031269543,0.031269543,0.031269543,0.031269543,0.030956848,0.030018762,0.027204503,0.027829894,0.023452158,0.02188868,0.020950594,0.021575985,0.019074422,0.020637899,0.01782364,0.018761726,0.024702939,0.025953721,0.027204503,0.156035022,0.157285804,0.157911194
........Educational..services,0.277673546,0.277673546,0.277673546,0.277673546,0.277673546,0.277673546,0.277673546,0.277673546,0.277673546,0.277673546,0.278611632,0.278611632,0.278611632,0.245778612,0.245465916,0.229518449,0.231707317,0.232332708,0.238586617,0.2123202,0.206066291,0.208255159,0.222326454,0.205440901,0.202939337,0.203877423,0.213883677,0.21575985,0.224515322,0.360225141,0.363977486,0.37398374
........Social..services..10/,1,1,1,1,1,1,0.368980613,0.368980613,0.368980613,0.368980613,0.369293308,0.369293308,0.369293308,0.364915572,0.364915572,0.351469669,0.347404628,0.334584115,0.328330206,0.305816135,0.299249531,0.291432145,0.246404003,0.233270794,0.22326454,0.206066291,0.192933083,0.184177611,0.177298311,0.142901814,0.14040025,0.144465291
"........Museums,..botanical,..zoological..gardens",0.159161976,0.159161976,0.159161976,0.159161976,0.159161976,0.159161976,0.159161976,0.159161976,0.159161976,0.159161976,0.161350844,0.161350844,0.161350844,0.16916823,0.168855535,0.175422139,0.190744215,0.191369606,0.202313946,0.228267667,0.233270794,0.236710444,0.238586617,0.246091307,0.240775485,0.246716698,0.245465916,0.242964353,0.248905566,0.261726079,0.268292683,0.279549719
........Membership..organizations,0.333020638,0.333020638,0.333020638,0.333020638,0.333020638,0.333020638,0.333020638,0.333020638,0.333020638,0.333020638,0.335834897,0.335834897,0.335834897,0.059412133,0.059412133,0.061913696,0.047217011,0.042526579,0.037836148,0.033145716,0.030331457,0.029080675,0.027517198,0.026266417,0.023764853,0.023764853,0.023452158,0.022514071,0.024390244,0.303001876,0.302689181,0.305190744
........Engineering..and..management..services..11/,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.017198249,0.019699812,0.01782364,0.022201376,0.027517198,0.027517198,0.026579112,0.042526579,0.044715447,0.045340838,0.146654159,0.156347717,0.15134459
........Miscellaneous..services,0.029706066,0.029706066,0.029706066,0.029706066,0.029706066,0.029706066,0.029706066,0.029706066,0.029706066,0.029706066,0.031269543,0.031269543,0.031269543,0.02532833,0.025015635,0.023139462,0.022201376,0.020950594,0.018136335,0.049093183,0.053470919,0.057848655,0.036898061,0.037523452,0.036585366,0.036898061,0.032520325,0.029706066,0.029080675,0.2808005,0.283614759,0.292995622
....Government..and..government..enterprises,0.009068168,0.009068168,0.009068168,0.009068168,0.009068168,0.009068168,0.009068168,0.009068168,0.009068168,0.009068168,0.01094434,0.01094434,0.01094434,0.010631645,0.010318949,0.010318949,0.010318949,0.010318949,0.010318949,0.010006254,0.009693558,0.009693558,0.009068168,0.009068168,0.008755472,0.008755472,0.008755472,0.008755472,0.008755472,0.008755472,0.008755472,0.008755472
......Federal..civilian,0.009068168,0.009068168,0.009068168,0.009068168,0.009068168,0.009068168,0.009068168,0.009068168,0.009068168,0.009068168,0.01094434,0.01094434,0.01094434,0.010631645,0.010318949,0.010318949,0.010318949,0.010318949,0.010318949,0.010006254,0.009693558,0.009693558,0.009068168,0.009068168,0.008755472,0.008755472,0.008755472,0.008755472,0.008755472,0.008755472,0.008755472,0.008755472
......Military,0.009068168,0.009068168,0.009068168,0.009068168,0.009068168,0.009068168,0.009068168,0.009068168,0.009068168,0.009068168,0.01094434,0.01094434,0.01094434,0.010631645,0.010318949,0.010318949,0.010318949,0.010318949,0.010318949,0.010006254,0.009693558,0.009693558,0.009068168,0.009068168,0.008755472,0.008755472,0.008755472,0.008755472,0.008755472,0.008755472,0.008755472,0.008755472
......State..and..local,0.009068168,0.009068168,0.009068168,0.009068168,0.009068168,0.009068168,0.009068168,0.009068168,0.009068168,0.009068168,0.01094434,0.01094434,0.01094434,0.010631645,0.010318949,0.010318949,0.010318949,0.010318949,0.010318949,0.010006254,0.009693558,0.009693558,0.009068168,0.009068168,0.008755472,0.008755472,0.008755472,0.008755472,0.008755472,0.008755472,0.008755472,0.008755472
........State..government,1,1,1,1,1,1,1,1,1,1,0.01094434,0.01094434,0.01094434,0.010631645,0.010318949,0.010318949,0.010318949,0.010318949,0.010318949,0.010006254,0.009693558,0.009693558,0.009068168,0.009068168,0.008755472,0.008755472,0.008755472,0.008755472,0.008755472,0.008755472,0.145090682,0.154471545
........Local..government,1,1,1,1,1,1,1,1,1,1,0.01094434,0.01094434,0.01094434,0.010631645,0.010318949,0.010318949,0.010318949,0.010318949,0.010318949,0.010006254,0.009693558,0.009693558,0.009068168,0.009068168,0.008755472,0.008755472,0.008755472,0.008755472,0.008755472,0.008755472,0.145090682,0.154471545
